username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
AyurvedicGold,5 harmless look things that be actually harmful to your face smiling_face_with_smiling_eyes save this post right away tell all your love ones and protect your skin smiling_face_with_smiling_eyes to shop our products the link be in the bio,2021-11-26 06:13:04+00:00,Argentina,0,0,0,https://twitter.com/AyurvedicGold/status/1464114968048115718,Negative Sentiment,FALSE,14,e23e072b
skinluxury_blog,do le lift crime rich really work,2021-12-20 20:27:15+00:00,Argentina,0,0,0,https://twitter.com/skinluxury_blog/status/1473027236672462848,Neutral Sentiment,FALSE,31,1fe84217
FacevalueChch,i put book in one half of my forehead and sport in the other it turn out they be not the same,2021-12-27 19:09:37+00:00,Argentina,0,0,0,https://twitter.com/FacevalueChch/status/1475544415825448961,Negative Sentiment,FALSE,170,38c2c5a5
jamesadisai,go on girls smiling_face_with_heart eye our clients and our jam adidas during a everyday makeup lesson 4 hours at our studio last week face_blowing_a_kiss,2021-09-29 11:02:55+00:00,Argentina,0,0,1,https://twitter.com/jamesadisai/status/1443169414963240960,Positive Sentiment,FALSE,372,481bba34
CRAVECosmetic,i know i know but trust the process,2021-12-22 13:00:33+00:00,Argentina,0,0,0,https://twitter.com/CRAVECosmetic/status/1473639595023769600,Positive Sentiment,FALSE,841,06b1b911
Gbyjksohn,eric s maverick mv inspiration makeup,2021-11-15 19:44:10+00:00,Papua New Guinea,5,3,28,https://twitter.com/Gbyjksohn/status/1460332819679432709,Positive Sentiment,FALSE,105,e91a4398
EvonikPC,we wish you a wonderful holiday season full of happy moments with your love ones,2021-12-25 08:00:40+00:00,Argentina,0,0,0,https://twitter.com/EvonikPC/status/1474651291892731906,Neutral Sentiment,FALSE,508,054ac901
myfrescia,tea tree pro care of be a complete range of amp infuse with goodness of tea tree extract,2021-11-01 07:09:56+00:00,Argentina,0,2,2,https://twitter.com/myfrescia/status/1455069580796182529,Positive Sentiment,FALSE,154,c18e97fe
idressfaces,cream foundations offer good coverage but can be oily so skin prep be key stick foundations use here backhand_index_pointing_down_medium dark_skin_tone,2021-10-31 15:53:02+00:00,Argentina,0,1,1,https://twitter.com/idressfaces/status/1454838836111056896,Negative Sentiment,FALSE,91,e6e5c7fd
BukaMoisture,clear skin magic potion,2021-12-07 11:05:00+00:00,Argentina,0,0,0,https://twitter.com/BukaMoisture/status/1468174699641425921,Positive Sentiment,FALSE,1349,2e5de632
CannonParkShops,get inspiration for christmas party look with the help of latest health amp beauty magazine spark grab your copy in store now,2021-11-28 10:10:08+00:00,Argentina,0,0,0,https://twitter.com/CannonParkShops/status/1464899401835593729,Positive Sentiment,FALSE,397,c44bbbab
jon01001011,we cast a shadow on something wherever we stand e m foster another shoot from last weekend s shoot with ig shauntelgaines shoot with x t2 with the 35 1 4,2021-11-04 22:39:45+00:00,Mexico,0,0,6,https://twitter.com/jon01001011/status/1456390740620324865,Positive Sentiment,FALSE,497,db5c8396
Pixies_Chennai,may the spare and joy of christmas fill your heart it be the most wonderful time of the year may this season bring you load of love laughter amp happiness spark,2021-12-25 07:54:52+00:00,Argentina,0,0,0,https://twitter.com/Pixies_Chennai/status/1474649833940021249,Positive Sentiment,FALSE,281,f0149e20
MoovingVan,great photo that be some awesome hair,2021-12-20 01:18:02+00:00,Argentina,1,0,1,https://twitter.com/MoovingVan/status/1472738029085155328,Positive Sentiment,FALSE,3736,862bde35
MamaBeautyCo,shop our new moisturizer at seed,2021-12-21 18:09:58+00:00,Argentina,0,0,0,https://twitter.com/MamaBeautyCo/status/1473355077616287751,Neutral Sentiment,FALSE,33,4aa0d1e2
charmsskincare,grab love spirit berry make up for a natural look and to enhance your skin tone,2021-12-27 09:00:58+00:00,Argentina,0,0,0,https://twitter.com/charmsskincare/status/1475391243991470080,Positive Sentiment,FALSE,296,ce29d183
E_LIE_D,wow i want job makeup artist rely be say i want to touch only rely hahahaha for adam lambert crown,2021-12-27 23:00:18+00:00,Argentina,0,0,0,https://twitter.com/E_LIE_D/status/1475602467341496322,Neutral Sentiment,FALSE,0,7648c32b
KleanColor,it be the season to spare spark happy holiday Christmas_tree wish you and yours a fun and festive holiday season smiling_face_with_hearts thank you for another amaze year with love the kleancolor team smiling_face_with_smiling_eyes,2021-12-24 16:00:01+00:00,Argentina,0,1,1,https://twitter.com/KleanColor/status/1474409537859772416,Positive Sentiment,FALSE,3607,907394b1
BriesBodyShop,apply a small amount of the british rise hand cream to your hand when need rub your hand together to coat them when you can give your hand a treat and carefully massage into your skin rise,2021-12-27 22:50:12+00:00,Argentina,0,0,0,https://twitter.com/BriesBodyShop/status/1475599926235127809,Positive Sentiment,FALSE,35,b9ed8459
Diana__usa,A_button_ blood_type gentle without hurt the skin B_button_ blood_type make you more young,2021-12-27 09:51:56+00:00,Argentina,0,0,3,https://twitter.com/Diana__usa/status/1475404070261116928,Positive Sentiment,FALSE,273,04e71571
koribearrr,peppermint vibes follow me on,2021-12-11 18:34:58+00:00,Argentina,3,0,7,https://twitter.com/koribearrr/status/1469737489476820993,Neutral Sentiment,FALSE,554,ad646d64
DonneBai,you all know i like take mental break but this time i come back with some awesome news base,2021-12-22 09:39:51+00:00,Argentina,1,2,3,https://twitter.com/DonneBai/status/1473589089626918922,Positive Sentiment,FALSE,173,f5b510ce
gersatwit,have a friend in need of some rest and relaxation red_heart indulge them with these match body butter and mask duos for an all over fabulous feel smiling_face_with_hearts which will you pick,2021-12-27 20:07:59+00:00,Argentina,0,0,0,https://twitter.com/gersatwit/status/1475559102218702855,Positive Sentiment,FALSE,74,8d8ef18e
beautyreponlin2,be you ready to make a commitment to your skin with my distillery range spark there be tonnes of products to pick from to help you get beautiful skin,2021-09-28 14:15:18+00:00,Argentina,0,0,0,https://twitter.com/beautyreponlin2/status/1442855441537589256,Positive Sentiment,FALSE,18,7de74701
shopnaorganics,we be truly thankful to you for keep us in mind whenever you need products that satisfy your skin need and give us the chance to grow as a brand happy new month and do not forget to be consistent with your sincere routine,2021-11-01 08:56:18+00:00,Argentina,0,4,7,https://twitter.com/shopnaorganics/status/1455096349712605189,Neutral Sentiment,FALSE,153,284254f0
essentiascape,our handmade all natural motion just get better with the infusion of colloidal oatmeal colloidal oatmeal be use to lock in moisture smooth dry irritate skin as well as an anti inflammatory and antioxidant,2021-11-24 00:01:02+00:00,Argentina,0,0,2,https://twitter.com/essentiascape/status/1463296564030545925,Neutral Sentiment,FALSE,16,6a8c0680
SkinYoga,do you know these sincere tip,2021-11-22 06:37:43+00:00,Argentina,0,0,0,https://twitter.com/SkinYoga/status/1462671618438750214,Positive Sentiment,FALSE,502,4c5aacde
FrankieRoseCo,wear our matte perfection foundation in the shade olive and our lil secret conceal in the shade chain white_heart,2021-11-25 23:01:37+00:00,Argentina,0,1,0,https://twitter.com/FrankieRoseCo/status/1464006387663401009,Neutral Sentiment,FALSE,1344,7e1d7aeb
Latoxica102,i have a dream i get a bunch of good lol it be great grinding_face_with_sweat loudly_crying_face,2021-12-27 15:10:33+00:00,Argentina,0,0,0,https://twitter.com/Latoxica102/status/1475484253592952838,Neutral Sentiment,FALSE,20,2d12af8e
XandriaZen,be you really an esthetician if your not take care of your skin woman_in_steam_room_medium dark_skin_tone green_heart face_with_monocle,2022-07-03 23:50:58+00:00,Argentina,0,2,2,https://twitter.com/XandriaZen/status/1543744137316515841,Neutral Sentiment,FALSE,37,699b39f1
Brenda_Star66,relentless facial oil know myself facial cream superman exfoliate gel mask amp scrub amp now acceptance body cream will leave your skin silky soft super hydrate amp youthful look,2022-08-28 20:56:44+00:00,Argentina,1,1,2,https://twitter.com/Brenda_Star66/status/1563994009508405248,Neutral Sentiment,FALSE,1166,aeee56f5
damasman2,play regenerist micro sculpt cream face moisturizer with hyaluronic acid amp vitamin b3 fragrance free 1 7 oz backhand_index_pointing_right,2022-06-15 08:44:21+00:00,Argentina,0,2,0,https://twitter.com/damasman2/status/1536993000441643010,Neutral Sentiment,FALSE,325,29509959
Locabella01,proof work this show fr2019 current for reference i be 48yrs young love take time for to its the of heart_hands_medium light_skin_tone backhand_index_pointing_right_medium light_skin_tone for,2022-08-18 17:22:59+00:00,Argentina,0,0,0,https://twitter.com/Locabella01/status/1560316339180355589,Neutral Sentiment,FALSE,561,2787329b
cjthist,discover your have hair serum and boost your advance techniques hair regime with this incredible 2 for Px7 offer choose the serum to complement your shampoo amp conditioner for next level result purple_heart,2022-08-28 10:05:49+00:00,Argentina,0,0,0,https://twitter.com/cjthist/status/1563830202345689088,Positive Sentiment,FALSE,34,85d3b720
SkinLd,professional treatments and professional level home care product visit us your skin will love you for it,2022-06-27 21:00:10+00:00,Argentina,0,0,0,https://twitter.com/SkinLd/status/1541526828212334592,Neutral Sentiment,FALSE,0,feaf93c6
chris_brisland,tangerine vitamin c be my absolute favourite beauty ingredient for a stun complexion and this total sincere regime of advance boost heroes be just the thing orange_heart get all 3 for Px26,2022-08-28 11:30:38+00:00,Argentina,0,0,0,https://twitter.com/chris_brisland/status/1563851546965807104,Positive Sentiment,FALSE,4,672cfa8e
LisaMay19560049,black and white makeup for b amp w photos etc camera_with_flash white_heart black_heart white_heart black_heart,2022-08-30 18:20:08+00:00,Argentina,0,1,4,https://twitter.com/LisaMay19560049/status/1564679378407153665,Neutral Sentiment,FALSE,833,ac763d46
poonam63108853,multi mitt very good product Of_hand,2022-08-23 07:01:00+00:00,Argentina,0,0,0,https://twitter.com/poonam63108853/status/1561971751978172416,Neutral Sentiment,FALSE,569,e64d9739
cexecells,this hydration oil free motion be perfect for the summer months because be non grease non comedogenic and absorb quickly into the skin design for all skin type include acne prone,2022-07-16 14:00:49+00:00,Argentina,0,0,1,https://twitter.com/cexecells/status/1548306664171786242,Positive Sentiment,FALSE,70,19dec827
OfficialBOH21,what be the tea on our sincere business heart_hands_medium dark_skin_tone butterfly teach_without_handle,2022-08-30 20:03:19+00:00,Argentina,0,1,0,https://twitter.com/OfficialBOH21/status/1564705342600220675,Neutral Sentiment,FALSE,12,f14fd022
fahimfarooqfoto,photo by retouch by me i love to touch beauty photos i do not have a studio to take own beauty photos i should invest in a beauty dish and so on face_with_tears_of_joy,2022-02-12 15:21:16+00:00,Switzerland,0,0,2,https://twitter.com/fahimfarooqfoto/status/1492519180079349765,Neutral Sentiment,FALSE,581,23bbd9f0
HowToBeARedhead,combat oil be not a one step process it be something you have to work on day in and day out to keep the oil at bay,2022-08-29 22:00:01+00:00,Argentina,0,0,1,https://twitter.com/HowToBeARedhead/status/1564372325927211018,Negative Sentiment,TRUE,17638,61bd0e06
capschick21,no should die for tell your senators to block this backward legislation that would overturn state ban,2022-07-10 22:07:31+00:00,Mexico,0,0,0,https://twitter.com/capschick21/status/1546254817596678144,Negative Sentiment,FALSE,722,870c6f50
maxgreenalchemy,easy tip for prevent fine line under your eye eye,2022-08-25 15:45:07+00:00,Argentina,0,0,0,https://twitter.com/maxgreenalchemy/status/1562828427040018437,Positive Sentiment,FALSE,1594,67a1884b
rainforestmed,i do not need an inspirational quote i need a lip filler kiss_mark telephone 516 900 7772 laptop,2022-08-30 21:53:00+00:00,Argentina,0,0,0,https://twitter.com/rainforestmed/status/1564732947202117632,Negative Sentiment,FALSE,162,97efb9c4
BalletWilliam,glamour w robin always a fun time sell salon studios columbia sc,2022-08-24 18:17:30+00:00,Mexico,0,1,0,https://twitter.com/BalletWilliam/status/1562504389146816512,Positive Sentiment,FALSE,529,274c3a62
beautyicon17,amaze tutorial makeup,2022-08-30 18:34:55+00:00,Argentina,0,1,2,https://twitter.com/beautyicon17/status/1564683098826375168,Positive Sentiment,FALSE,114,d4d040fc
jdbathco,clear skin trio papal exfoliate mask hibiscus hibiscus sugar scrub clear skin spray shower take care of you today bomb af base white_heart,2022-07-15 13:42:03+00:00,Argentina,0,0,0,https://twitter.com/jdbathco/status/1547939553146572800,Positive Sentiment,FALSE,96,83cdfd62
marketheraldCa,simply better brand have announce its financial result for the quarter end june 30 2022 bbc,2022-08-30 21:00:19+00:00,Argentina,1,0,2,https://twitter.com/marketheraldCa/status/1564719687396646917,Neutral Sentiment,FALSE,266,a5c9f4e1
xQueenChyna,yellow be energetic sun boost of banana lemon south carolina,2022-08-24 14:20:00+00:00,Mexico,0,0,0,https://twitter.com/xQueenChyna/status/1562444618327035905,Positive Sentiment,FALSE,927,0e087d18
AhmadAkanki,life certainly look different in our 30s compound by take care of our career and families the sign of age may not be significantly noticeable in our 30s however first defense start early despite genetics and melanie factor,2022-08-30 19:54:11+00:00,Argentina,0,0,0,https://twitter.com/AhmadAkanki/status/1564703046109650944,Negative Sentiment,FALSE,25,0431f03c
HabanaBrisa,happy tuesday remember sincere and sun care be extremely important to keep your skin look younger for years available at,2022-06-14 13:37:10+00:00,Mexico,0,0,1,https://twitter.com/HabanaBrisa/status/1536704302428848129,Positive Sentiment,FALSE,65,ca76a024
ErbSteam,there be no tire like end of year teacher tire one of my 5th graders tell me today that she do not like my under eye makeup i say sweet those be dark circle not makeup face_with_tears_of_joy,2022-06-01 22:10:50+00:00,Mexico,5,0,20,https://twitter.com/ErbSteam/status/1532122528063406081,Negative Sentiment,FALSE,620,982ab415
adkins_home,rolling_on_the_floor_laughing rolling_on_the_floor_laughing high point north carolina,2022-04-24 20:15:48+00:00,United States,0,0,0,https://twitter.com/adkins_home/status/1518322839237111810,Neutral Sentiment,FALSE,4,d8ac7707
